0	0	0	0	0	0	0	0	0	0	0	0	4	0	32	51	55	59	42	36	0	61	55	42	73	60	64	31	46	26	8	15	33	17	21	16	38	46	3	48	56	54	54	33	14	13	51	47	59	44	57	43	47	52	45	31	9	24	37	21	37	36	50	35	40	59	67	34	53	47	43	48	36	27	27	19	46	54	48	38	40	39	66	53	50	49	27	42	19	12	40	57	40	48	7	56	50	35	15	24	13	51	66	41	45	25	45	46	44	24	19	43	44	37	9	50	0	37	51	39	49	51	44	56	59	12	37	53	30	14	42	35	32	18	32	45	8	21	14	49	52	44	37	52	62	52	49	41	39	41	12	30	32	33	37	44	58	46	38	52	50	14	21	46	50	37	23	60	46	23	40	33	21	4	0	34	40	38	60	49	34	35	30	39	44	55	48	57	46	38	56	54	36	43	46	48	44	38	2	25	51	63	39	29	33	40	25	39	39	62	16	34	0	35	42	40	54	38	29	5	30	54	49	48	25	44	49	33	4	36	34	25	39	59	29	0	36	35	34	20	25	26	40	39	57	48	46	60	32	59	49	64	39	35	22	45	57	64	28	53	45	45	53	45	43	52	15	33	23	56	63	23	50	33	32	22	21	16	0	39	33	33	52	30	21	21	14	21	31	41	35	8	0	42	25	32	33	14	0	6	38	39	0	32	40	42	28	11	4	43	29	48	47	9	31	57	53	28	48	52	45	0	15	0	34	32	30	0	51	42	40	23	33	49	42	0	49	42	37	33	45	27	0	38	53	30	24	44	39	0	42	56	39	54	56	39	49	18	29	30	0	1	32	32	14	32	29	0	30	31	25	38	12	49	11	18	34	48	17	0	26	17	17	1	39	62	45	45	33	30	10	10	45	42	40	28	24	29	59	49	44	17	38	31	36	23	29	31	7	19	12	43	54	33	32	0	44	48	31	4	37	48	30	31	9	9	33	19	19	6	23	39	62	13	27	23	15	23	37	36	27	30	46	42	51	43	38	49	42	39	29	28	33	49	38	7	17	38	12	7	30	28	18	40	41	47	20	44	14	7	30	25	1	35	30	0	13	47	38	0	33	32	15	14	29	4	0	0	0	0	0	4	27	0	42	39	20	43	41	30	18	27	26	41	12	46	26	29	13	17	5	41
0	0	0	0	0	0	0	0	0	0	0	4	13	17	27	39	46	20	43	47	52	60	53	71	74	77	58	36	61	38	26	55	57	37	39	55	58	38	53	46	20	27	6	40	38	44	35	23	21	50	51	38	44	19	26	11	26	44	30	38	55	59	59	53	36	40	48	56	72	66	52	18	32	64	56	28	54	23	39	56	17	43	48	11	28	51	35	38	18	58	60	43	28	39	26	57	54	64	53	45	44	39	65	43	46	42	43	0	28	21	49	49	24	0	33	52	31	58	51	49	44	64	56	11	29	55	45	49	23	29	35	41	57	16	45	35	39	20	33	39	34	0	0	30	57	45	59	53	38	46	56	64	75	69	32	45	59	49	38	50	57	52	33	33	39	13	33	57	58	71	65	17	63	57	25	33	41	34	38	49	53	43	30	22	31	25	47	60	38	46	45	52	50	42	52	11	54	67	56	31	35	28	26	28	39	55	8	47	15	26	19	6	30	48	56	48	27	32	39	43	57	44	0	10	45	55	47	44	43	41	0	41	6	31	55	57	42	6	39	33	26	49	52	21	37	48	51	57	39	18	39	23	33	36	37	42	42	45	28	44	33	44	11	30	8	18	1	31	0	0	21	40	20	43	45	36	19	0	48	47	0	41	44	52	34	53	59	33	44	33	32	57	61	0	46	33	14	24	4	16	47	53	0	43	2	32	41	55	44	27	53	60	51	62	10	35	16	4	44	61	55	22	57	37	50	43	30	0	40	41	19	22	41	52	38	40	40	23	25	47	47	36	34	7	31	35	4	0	36	36	35	48	49	23	58	52	42	47	48	41	29	44	35	32	0	48	63	46	35	44	42	46	22	43	35	0	27	43	42	34	33	30	29	41	14	12	46	0	54	50	35	62	50	45	47	44	25	8	51	47	37	15	30	25	17	41	19	57	40	39	45	10	32	42	32	55	41	0	44	47	23	6	14	20	30	39	54	31	30	2	24	12	0	0	24	23	0	34	40	34	0	8	31	36	30	28	44	47	54	46	17	0	3	3	0	0	25	45	26	30	36	19	26	13	10	26	22	37	41	6	8	14	29	31	41	45	0	43	38	43	28	36	39	18	26	19	37	44	10	38	37	42	26	36	22	23	52	57	38	25	38	9	21	40	37	40	20	43	40	36	45	10
0	0	0	0	0	0	0	0	0	0	0	0	9	23	45	50	46	48	56	64	57	66	71	58	84	81	63	60	31	57	39	43	0	23	48	44	63	53	49	62	20	28	46	36	39	54	46	49	41	37	34	41	23	35	43	45	9	58	55	17	52	51	39	64	54	18	32	42	39	36	64	54	3	33	60	24	45	45	45	13	37	0	43	67	47	45	56	46	33	16	31	39	65	62	57	47	36	35	38	69	65	54	39	39	27	57	62	39	43	50	0	37	35	18	19	32	57	61	60	66	18	46	61	29	45	39	0	40	42	49	50	47	0	53	52	63	46	33	20	29	40	37	31	45	36	0	0	32	26	28	48	60	51	46	40	43	39	43	39	13	45	33	33	47	54	8	29	42	4	47	38	48	33	59	56	56	29	42	40	29	22	44	27	55	46	34	46	36	0	10	40	36	40	0	41	0	45	35	0	48	62	57	49	29	49	69	40	26	38	45	27	45	49	23	0	15	34	35	38	31	16	17	18	35	47	29	46	48	52	36	12	50	45	37	60	16	52	0	25	47	23	52	59	57	52	22	18	26	11	37	23	40	28	41	21	57	43	22	3	0	39	46	45	20	46	59	44	55	46	41	46	39	38	51	0	17	51	41	25	37	31	46	37	49	38	40	16	37	49	56	46	38	20	35	44	34	10	60	44	57	68	0	24	43	37	31	54	50	39	35	53	26	5	36	46	30	30	47	50	48	7	61	55	5	30	40	34	32	16	43	31	49	54	43	22	30	31	17	60	45	55	51	9	0	33	15	41	50	58	48	34	4	35	18	22	7	18	29	55	15	45	23	28	5	0	11	15	49	42	39	25	34	40	33	30	62	45	15	11	4	40	52	35	56	25	36	39	33	40	33	39	32	6	35	29	3	49	0	50	37	33	32	38	43	32	11	41	44	36	28	13	44	41	34	52	50	23	12	35	33	44	17	48	43	13	10	37	30	37	26	32	25	21	48	35	0	6	27	35	27	30	36	38	29	29	47	49	45	7	38	0	1	12	24	21	33	0	46	34	6	0	38	31	11	28	42	13	5	32	35	16	19	41	24	16	20	16	13	25	35	60	53	30	55	35	0	27	21	2	35	9	27	0	16	38	37	44	15	17	13	19	33	21	44	41	20	8	10	13	41	25	3
0	0	0	0	0	0	0	0	0	0	0	0	6	14	28	18	28	44	36	33	57	61	44	72	87	77	50	55	31	31	30	2	40	43	17	6	20	10	30	50	50	53	30	42	35	54	46	57	66	48	38	42	15	4	13	15	12	30	15	53	55	40	47	5	37	0	31	45	8	20	43	32	33	39	41	26	25	49	45	51	60	46	37	51	54	53	62	73	57	50	47	27	47	39	46	53	44	45	66	51	44	48	43	43	49	16	65	48	50	60	58	40	37	30	54	29	44	60	35	44	27	42	34	55	55	38	25	34	25	41	60	45	48	5	54	3	61	55	53	41	37	38	54	0	38	48	43	46	62	45	53	61	11	54	31	36	55	47	56	0	32	17	33	42	42	30	44	30	51	56	48	38	17	51	5	34	49	59	0	38	0	27	27	0	15	25	27	43	63	66	60	32	56	47	42	25	8	11	30	39	26	50	46	13	16	46	49	66	64	22	59	53	11	29	37	28	42	37	52	62	33	62	48	40	23	58	53	14	35	17	46	52	60	45	30	8	46	64	63	53	47	29	0	10	38	47	8	46	37	43	51	41	42	57	23	39	39	30	36	47	41	48	59	57	59	7	43	25	3	26	27	49	53	0	43	62	28	41	61	13	58	59	27	26	27	27	56	51	45	17	33	27	54	41	16	0	18	7	13	51	45	44	52	39	43	42	53	42	13	40	50	51	30	52	56	67	37	10	33	42	44	40	32	20	10	1	23	47	53	0	29	50	39	18	13	56	44	52	41	52	46	32	10	24	33	34	0	0	0	24	30	40	42	35	27	42	40	0	46	52	0	52	62	50	39	32	41	0	35	0	13	13	28	34	33	40	45	47	46	58	47	42	11	37	33	47	54	19	34	28	0	9	17	28	22	22	23	32	29	46	42	35	59	41	0	0	36	34	33	21	33	40	30	0	27	35	27	6	0	20	18	21	0	14	42	46	36	0	32	44	55	31	45	25	29	42	30	44	50	52	46	28	34	17	35	29	27	14	24	32	14	6	46	35	35	35	29	13	21	17	43	22	18	18	17	47	48	21	0	11	3	29	40	5	0	10	33	0	36	44	30	30	7	18	39	0	23	11	22	36	16	30	9	0	26	14	19	41	39	5	10	0	17	8	15	29	30	20	0	16	35	47
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	32	32	55	63	61	47	43	61	49	60	81	55	30	43	21	30	22	49	49	66	72	55	58	43	17	54	37	0	19	46	21	35	49	32	43	40	41	47	0	47	33	31	1	40	40	45	46	0	20	26	61	55	52	63	46	4	42	47	40	47	36	34	50	5	72	52	41	36	42	75	91	92	83	69	59	76	91	95	90	71	72	75	57	43	30	52	46	40	24	48	96	118	117	93	35	61	71	54	52	72	61	59	69	67	31	24	58	45	62	70	60	54	78	70	76	99	82	90	92	116	133	132	105	127	136	133	101	33	29	39	42	40	69	50	37	0	32	48	65	45	37	20	28	17	32	15	50	50	49	15	51	20	26	51	23	27	45	46	34	46	43	45	6	60	61	26	38	5	51	21	52	43	33	45	36	34	38	31	23	51	19	41	20	58	49	47	70	63	39	39	22	41	59	30	27	44	49	58	13	30	23	17	12	47	34	49	28	0	48	53	0	0	41	52	31	22	42	48	51	53	49	63	43	42	12	49	56	45	52	54	18	31	59	67	19	19	9	0	26	41	37	30	42	35	44	49	46	49	49	0	17	29	44	40	45	0	16	33	57	19	25	0	37	37	30	53	29	57	50	38	44	44	33	6	0	22	0	49	60	35	48	42	7	61	34	27	47	55	44	0	5	6	9	42	49	16	42	50	49	18	6	16	40	32	16	33	39	32	49	62	57	43	26	46	37	26	54	59	44	51	51	22	0	0	7	45	38	12	13	23	43	48	45	0	33	43	34	42	5	28	46	21	21	25	18	8	27	29	33	45	36	0	0	13	27	15	2	30	45	45	13	9	0	28	25	55	54	41	45	68	64	33	30	22	0	36	8	55	48	35	30	42	35	0	23	32	37	15	19	21	22	44	31	43	36	25	40	19	27	29	29	32	33	50	0	20	36	54	36	27	0	22	16	21	46	43	22	0	0	34	53	37	3	30	37	55	42	30	43	19	39	38	31	15	21	15	29	42	42	49	40	23	40	38	29	0	0	11	8	17	12	0	32	53	49	22	40	53	34	28	32	9	0	33	32	20	0	31	48	22	11	25	18	10	17	6	8	9	14	0	23	42	38	37	20	0	44	30	3	22	41	1	16	42	19	13	22
0	0	0	0	0	0	0	0	0	0	0	0	0	10	34	51	52	21	39	30	57	73	42	75	76	86	78	0	11	49	45	40	34	35	48	54	32	12	28	41	46	15	30	46	39	51	64	48	38	16	49	67	62	65	48	60	46	32	23	30	45	43	39	61	17	32	7	23	30	23	27	49	62	46	42	27	50	42	49	50	36	60	68	61	49	38	12	53	53	11	6	28	41	63	58	24	16	0	24	39	40	43	24	35	31	39	48	39	43	43	34	50	44	33	38	8	25	45	47	27	36	0	44	38	9	0	26	40	66	43	23	41	38	85	105	147	149	130	134	132	67	107	131	115	124	116	46	61	41	37	47	44	5	14	15	39	37	47	57	44	52	41	56	60	65	49	26	0	8	42	0	15	40	10	43	0	59	70	39	28	27	40	34	0	19	21	30	39	25	49	50	0	0	23	34	50	16	65	32	40	53	39	25	39	47	22	33	44	25	13	35	54	37	11	17	0	54	53	39	36	38	43	15	14	56	60	52	46	57	38	9	40	22	43	51	37	34	6	18	25	52	72	59	33	32	18	41	31	40	63	52	61	44	43	51	41	55	47	33	42	49	39	48	45	51	44	41	54	24	60	33	26	35	31	30	37	12	34	55	50	0	54	56	63	66	55	36	0	31	43	45	46	38	3	41	48	47	60	51	65	47	31	44	69	64	48	56	59	20	26	46	48	20	0	26	24	0	33	31	46	39	31	18	23	0	43	61	46	30	0	29	13	42	30	41	40	20	45	0	15	38	52	38	33	29	52	43	3	17	0	40	39	7	34	0	33	29	25	27	18	31	21	29	38	11	42	46	43	60	46	30	0	11	31	39	31	23	33	33	31	19	38	55	14	14	13	46	0	43	23	3	22	13	30	26	35	30	34	54	49	52	14	25	15	26	24	16	36	53	20	5	30	7	31	35	48	50	41	31	41	30	2	27	35	0	27	19	13	43	45	7	6	38	44	42	35	9	0	20	20	0	34	40	42	47	31	33	44	27	51	26	0	36	22	50	41	30	8	41	41	32	25	21	24	26	18	43	34	30	25	0	18	14	31	23	42	0	4	24	44	37	7	15	25	21	3	44	13	1	9	35	40	38	49	39	40	45	4	24	3	23	12	22	23	32	39	34	0	24	33	31	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	46	51	50	27	64	60	28	58	89	82	72	67	58	63	38	35	61	55	51	43	57	50	12	0	50	57	29	59	36	40	54	9	21	60	78	75	48	13	33	38	42	50	56	44	44	53	47	33	29	34	49	64	54	48	54	33	48	53	54	30	21	54	34	40	58	49	24	34	24	16	37	50	41	39	49	56	56	51	47	50	29	36	61	64	44	42	31	34	35	55	37	45	34	26	49	45	0	50	46	11	53	42	28	48	0	54	55	70	66	14	42	38	24	54	46	47	43	3	54	33	49	54	59	34	52	71	32	39	105	95	33	100	129	136	141	166	177	177	151	87	82	60	49	30	48	18	58	51	35	2	37	41	35	28	57	51	35	46	45	48	37	43	62	37	33	0	41	37	0	0	55	42	40	34	2	38	22	0	40	52	63	57	51	8	32	63	51	20	30	57	49	52	20	60	29	64	23	37	30	20	39	25	40	41	49	31	35	43	48	48	39	38	44	36	30	35	27	48	44	13	68	56	0	24	49	53	39	51	5	33	12	36	55	57	55	50	50	30	28	44	42	43	47	0	57	33	35	25	23	47	39	61	34	36	48	31	42	51	52	53	30	15	33	0	45	47	26	11	21	46	21	54	42	35	0	29	52	53	52	51	24	46	41	13	40	18	0	0	16	12	44	55	22	44	54	66	53	11	0	17	41	48	12	44	30	32	15	37	41	43	1	42	30	48	61	42	36	10	14	49	39	18	14	0	16	18	27	37	33	0	28	0	51	39	51	4	50	58	38	53	53	30	39	43	45	33	13	34	20	39	50	36	17	30	48	37	38	48	55	44	50	36	45	44	41	2	27	23	33	49	33	61	51	37	40	42	29	41	43	20	63	60	27	14	27	19	39	46	6	15	33	48	44	19	27	50	1	25	23	44	9	39	43	33	29	35	7	0	11	35	43	18	25	45	50	40	34	16	49	63	63	40	25	36	22	42	34	0	28	25	30	33	10	33	4	32	43	49	56	46	44	32	2	24	11	41	13	19	0	3	39	4	14	3	26	28	31	0	31	28	19	41	0	40	21	0	28	14	14	11	14	34	40	0	38	50	54	33	30	35	46	32	0	32	21	30	9	38	41	18	17	31	12	13	9	34
0	0	0	0	0	0	0	0	0	0	0	0	0	13	21	22	34	42	37	36	20	35	51	85	88	72	57	42	55	23	27	52	47	1	38	35	41	39	53	28	34	37	44	0	7	30	57	37	49	54	61	62	8	29	26	52	14	29	20	50	39	44	37	54	50	23	54	53	37	33	53	0	43	0	54	54	9	40	52	35	51	24	47	42	63	57	36	63	60	58	51	51	47	51	21	48	38	44	55	66	57	50	37	50	27	37	51	43	13	37	35	53	41	49	48	66	52	20	54	57	24	8	28	41	45	39	33	38	46	33	17	51	60	58	0	59	64	42	22	35	34	49	46	28	50	21	58	52	63	67	83	138	164	149	124	173	181	153	108	89	57	52	11	53	37	57	50	64	61	53	0	39	41	38	20	51	0	60	49	38	43	35	56	47	44	36	10	14	17	18	51	42	7	32	15	42	30	50	43	29	47	17	27	47	28	0	39	37	34	35	28	27	9	54	64	13	52	26	37	56	25	40	18	0	25	47	27	19	2	22	51	61	42	65	49	42	64	39	58	32	16	25	4	7	22	40	28	36	52	41	31	0	55	53	56	40	3	21	19	46	23	51	46	41	42	0	21	0	48	46	37	38	26	32	47	58	8	31	33	10	0	25	28	6	36	29	34	31	43	21	38	43	29	51	29	35	40	32	30	33	19	57	60	19	34	41	40	29	38	48	35	29	43	17	41	35	25	53	39	57	57	21	47	43	0	53	60	63	42	0	24	52	24	39	0	23	0	18	18	18	16	27	37	14	37	48	10	34	21	16	13	0	35	58	47	41	52	56	62	27	32	22	40	41	41	20	13	17	34	46	15	18	15	50	23	22	40	35	57	36	43	36	26	34	62	63	20	7	21	0	3	7	21	7	61	66	35	24	56	55	29	45	36	33	34	48	29	33	43	30	0	14	31	12	48	41	8	10	39	38	30	43	41	15	27	9	18	9	29	52	39	1	24	1	26	19	43	39	42	41	19	35	31	25	0	28	29	21	38	50	41	0	52	57	44	41	42	40	31	0	18	4	0	0	40	21	14	15	44	52	11	27	58	54	26	39	36	27	37	34	56	44	20	40	50	50	46	49	42	4	20	24	12	32	22	0	53	43	24	26	43	39	25	42	38	22	43	40	41	49	44	38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	17	39	33	35	60	29	53	84	82	55	37	45	42	37	38	33	29	25	54	52	39	48	63	55	11	52	45	58	50	67	58	44	56	53	39	44	44	29	26	60	51	51	57	58	46	40	27	61	20	57	24	55	18	25	24	30	20	56	57	36	29	26	43	52	60	63	13	45	5	42	53	41	30	0	31	21	42	21	18	43	61	46	54	43	43	37	56	39	54	50	42	38	0	53	50	42	45	52	29	53	36	47	60	41	33	53	38	0	47	36	41	29	45	55	51	35	49	50	46	15	31	38	36	37	31	48	35	60	8	42	57	60	82	62	41	91	109	116	160	168	142	82	79	74	12	42	38	60	44	13	27	40	31	66	49	32	50	59	24	13	14	17	11	26	42	42	34	19	25	22	39	37	30	31	54	14	41	46	52	56	33	42	47	15	48	0	44	54	32	58	51	0	25	53	38	22	33	33	37	46	57	43	10	0	0	0	20	46	58	0	45	34	50	19	54	36	5	61	43	35	44	37	34	44	19	45	41	19	42	38	37	13	33	44	45	29	56	37	34	48	44	48	47	24	7	46	59	40	27	48	33	41	56	46	0	48	45	54	56	14	38	28	37	53	13	37	12	28	12	34	5	30	38	40	18	58	44	0	40	47	41	26	27	9	24	46	31	34	61	46	15	45	24	21	20	36	0	40	43	44	40	15	16	32	33	41	39	0	0	23	24	49	48	9	57	27	43	54	34	17	37	19	39	40	0	14	32	0	54	46	38	57	50	0	0	46	52	43	20	51	48	28	42	35	26	30	22	44	0	34	22	41	50	36	20	27	38	1	0	0	15	35	29	10	30	47	29	42	28	38	43	29	27	26	32	35	48	52	60	51	23	23	21	19	30	23	28	34	56	52	46	37	43	43	5	7	21	7	43	53	28	34	50	29	34	52	54	40	23	0	14	16	52	54	34	32	24	34	6	43	25	26	19	40	4	31	34	49	60	53	56	24	35	49	55	33	35	40	33	22	44	45	0	23	0	14	11	31	0	35	20	21	41	43	27	21	33	22	39	37	6	27	6	28	35	0	50	31	30	7	37	36	4	2	38	20	0	31	20	35	20	43	42	0	40	38	0	22	0	0	32	16	30	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	20	30	28	31	33	39	50	57	21	65	83	79	43	49	60	27	19	36	32	32	40	0	42	32	22	10	18	38	36	42	48	39	42	37	49	51	45	45	54	23	44	33	26	51	19	29	43	38	53	44	32	14	33	31	46	53	61	0	45	12	33	0	28	45	47	42	18	38	23	34	51	55	33	45	52	62	42	26	24	67	51	41	53	51	28	62	61	45	25	27	51	28	43	42	19	62	60	54	56	29	24	34	41	33	51	2	1	38	0	53	57	45	58	46	52	42	41	31	45	42	34	52	13	47	9	27	43	54	24	48	47	58	50	32	58	76	90	100	140	108	185	205	197	157	120	100	66	46	60	32	62	65	66	48	49	54	17	25	39	34	22	44	51	31	8	28	42	25	59	63	57	42	0	11	0	24	22	42	53	33	29	45	58	36	46	61	53	0	46	57	17	2	31	10	45	52	64	61	0	50	57	57	36	48	25	22	55	51	26	43	2	45	34	45	56	33	0	21	47	44	0	13	0	38	30	41	7	50	50	50	47	61	68	41	39	23	7	21	48	16	16	27	4	36	34	39	30	54	32	48	36	6	46	38	46	54	63	26	16	34	30	49	23	22	22	15	30	18	38	44	54	27	34	40	64	68	45	21	38	43	46	51	2	38	44	61	61	42	60	50	30	28	49	40	35	23	0	40	20	40	6	22	17	18	43	58	54	28	24	34	54	20	35	0	29	28	15	13	30	16	16	19	4	11	32	12	65	56	22	49	43	20	54	35	39	29	51	52	37	11	40	44	21	53	60	49	18	24	13	55	49	17	35	32	16	18	39	31	55	46	55	33	39	7	36	43	23	31	38	40	15	40	34	42	57	48	37	53	45	3	32	27	12	46	47	56	53	21	35	34	35	8	0	0	53	59	41	41	33	21	0	31	43	6	31	45	48	0	38	46	16	38	0	39	25	41	41	38	41	57	33	0	34	41	34	34	37	35	47	37	29	37	53	20	44	43	36	23	25	0	38	13	17	24	58	56	15	33	30	2	20	37	41	37	27	27	27	50	36	31	32	3	21	32	25	23	18	24	14	7	0	33	35	34	17	25	38	44	21	31	7	16	39	21	33	28	51	48	39	40	39	25	14	28	6	34	43	37
