sample Nr - Plot 0	Spannung / V - Plot 0
9654	0,313282
9655	0,311172
9656	0,306775
9657	0,302281
9658	0,296773
9659	0,28996
9660	0,283678
9661	0,276366
9662	0,268232
9663	0,260147
9664	0,25219
9665	0,244926
9666	0,236825
9667	0,230012
9668	0,224004
9669	0,218399
9670	0,214002
9671	0,211103
9672	0,208413
9673	0,207479
9674	0,207672
9675	0,209476
9676	0,211264
9677	0,215435
9678	0,220122
9679	0,225759
9680	0,233362
9681	0,240094
9682	0,248325
9683	0,256023
9684	0,264866
9685	0,273869
9686	0,282164
9687	0,289815
9688	0,297369
9689	0,304504
9690	0,310463
9691	0,315456
9692	0,319821
9693	0,321706
9694	0,322865
9695	0,323139
9696	0,321657
9697	0,319386
9698	0,31573
9699	0,311301
9700	0,304665
9701	0,297417
9702	0,290298
9703	0,281552
9704	0,272355
9705	0,262885
9706	0,254075
9707	0,245264
9708	0,236567
9709	0,228514
9710	0,221185
9711	0,214324
9712	0,209266
9713	0,204273
9714	0,202067
9715	0,20015
9716	0,199651
9717	0,201084
9718	0,203951
9719	0,208332
9720	0,21289
9721	0,219607
9722	0,226677
9723	0,235166
9724	0,244008
9725	0,25335
9726	0,262853
9727	0,272307
9728	0,281697
9729	0,292327
9730	0,300397
9731	0,308273
9732	0,314876
9733	0,320433
9734	0,325877
9735	0,32876
9736	0,331063
9737	0,331176
9738	0,329952
9739	0,32781
9740	0,322881
9741	0,317727
9742	0,311091
9743	0,303006
9744	0,294663
9745	0,285402
9746	0,275416
9747	0,264721
9748	0,254864
9749	0,244765
9750	0,234682
9751	0,225389
9752	0,216917
9753	0,209685
9754	0,203742
9755	0,19862
9756	0,195222
9757	0,193305
9758	0,192564
9759	0,194529
9760	0,196413
9761	0,201165
9762	0,206271
9763	0,214437
9764	0,222103
9765	0,231832
9766	0,241592
9767	0,251723
9768	0,262611
9769	0,273225
9770	0,284258
9771	0,29484
9772	0,304633
9773	0,313105
9774	0,320804
9775	0,32686
9776	0,333753
9777	0,336169
9778	0,338392
9779	0,338279
9780	0,336733
9781	0,333737
9782	0,32942
9783	0,323042
9784	0,315891
9785	0,307306
9786	0,298077
9787	0,287012
9788	0,275915
9789	0,264141
9790	0,252657
9791	0,24164
9792	0,230801
9793	0,220783
9794	0,211006
9795	0,202937
9796	0,196655
9797	0,190599
9798	0,187023
9799	0,185574
9800	0,185429
9801	0,187056
9802	0,190422
9803	0,195737
9804	0,202325
9805	0,210201
9806	0,219204
9807	0,230108
9808	0,241592
9809	0,252561
9810	0,26543
9811	0,27722
9812	0,289348
9813	0,30096
9814	0,310737
9815	0,320385
9816	0,32818
9817	0,334961
9818	0,341307
9819	0,344142
9820	0,345479
9821	0,345462
9822	0,344158
9823	0,340035
9824	0,333254
9825	0,326715
9826	0,317357
9827	0,307725
9828	0,296724
9829	0,284951
9830	0,272839
9831	0,259889
9832	0,246988
9833	0,235488
9834	0,223037
9835	0,212311
9836	0,202566
9837	0,194964
9838	0,187684
9839	0,182948
9840	0,179308
9841	0,178584
9842	0,17897
9843	0,182079
9844	0,186105
9845	0,192596
9846	0,20007
9847	0,20954
9848	0,22038
9849	0,232395
9850	0,2452
9851	0,257908
9852	0,2706
9853	0,284161
9854	0,296676
9855	0,308305
9856	0,319628
9857	0,329549
9858	0,338215
9859	0,344303
9860	0,349682
9861	0,351712
9862	0,352517
9863	0,350794
9864	0,348217
9865	0,343014
9866	0,33546
9867	0,327246
9868	0,317019
9869	0,305374
9870	0,292972
9871	0,279491
9872	0,265881
9873	0,251594
9874	0,238065
9875	0,225228
9876	0,213728
9877	0,20218
9878	0,19221
9879	0,184237
9880	0,178423
9881	0,173462
9882	0,171416
9883	0,170965
9884	0,173671
9885	0,177424
9886	0,183512
9887	0,191823
9888	0,201294
9889	0,212633
9890	0,225067
9891	0,238532
9892	0,251997
9893	0,266686
9894	0,280892
9895	0,29447
9896	0,307226
9897	0,320433
9898	0,331063
9899	0,341001
9900	0,347782
9901	0,353387
9902	0,357397
9903	0,359056
9904	0,357961
9905	0,355432
9906	0,350407
9907	0,343739
9908	0,333431
9909	0,32301
9910	0,310785
9911	0,297192
9912	0,284016
9913	0,268538
9914	0,25459
9915	0,239804
9916	0,225647
9917	0,212987
9918	0,199747
9919	0,189504
9920	0,180307
9921	0,172995
9922	0,168018
9923	0,166149
9924	0,165457
9925	0,166584
9926	0,170321
9927	0,177037
9928	0,185525
9929	0,195399
9930	0,207366
9931	0,219897
9932	0,234537
9933	0,248614
9934	0,264785
9935	0,279877
9936	0,294357
9937	0,308627
9938	0,321367
9939	0,333125
9940	0,344126
9941	0,352404
9942	0,358573
9943	0,362696
9944	0,365241
9945	0,36421
9946	0,36144
9947	0,355867
9948	0,348104
9949	0,338972
9950	0,327729
9951	0,314731
9952	0,300912
9953	0,28582
9954	0,270954
9955	0,254203
9956	0,23887
9957	0,224004
9958	0,209701
9959	0,197009
9960	0,185799
9961	0,175862
9962	0,168034
9963	0,162364
9964	0,159465
9965	0,158757
9966	0,160609
9967	0,164829
9968	0,171658
9969	0,180597
9970	0,192016
9971	0,204
9972	0,217722
9973	0,232846
9974	0,248743
9975	0,265075
9976	0,281488
9977	0,297417
9978	0,312154
9979	0,325442
9980	0,338762
9981	0,349425
9982	0,358122
9983	0,364371
9984	0,368301
9985	0,369187
9986	0,36893
9987	0,365821
9988	0,360055
9989	0,352066
9990	0,341806
9991	0,330258
9992	0,316068
9993	0,30088
9994	0,284548
9995	0,268345
9996	0,251562
9997	0,235504
9998	0,219752
9999	0,204563
10000	0,191662
10001	0,179647
10002	0,169838
10003	0,162638
10004	0,157194
10005	0,153941
10006	0,154102
10007	0,156389
10008	0,161543
10009	0,169161
10010	0,17839
10011	0,189923
10012	0,203291
10013	0,218769
10014	0,234586
10015	0,250805
10016	0,267427
10017	0,284967
10018	0,301572
10019	0,317115
10020	0,331192
10021	0,343498
10022	0,354257
10023	0,363647
10024	0,369719
10025	0,373391
10026	0,375131
10027	0,373085
10028	0,36996
10029	0,362568
10030	0,353773
10031	0,342451
10032	0,328647
10033	0,314892
10034	0,298673
10035	0,281907
10036	0,264576
10037	0,247197
10038	0,230189
10039	0,214066
10040	0,199135
10041	0,185477
10042	0,172737
10043	0,164136
10044	0,156212
10045	0,151428
10046	0,149254
10047	0,149689
10048	0,153119
10049	0,158773
10050	0,167502
10051	0,178117
10052	0,190486
10053	0,205385
10054	0,221201
10055	0,238242
10056	0,255895
10057	0,273451
10058	0,290668
10059	0,307999
10060	0,32425
10061	0,338118
10062	0,350939
10063	0,362439
10064	0,370331
10065	0,377031
10066	0,379334
10067	0,380236
10068	0,377047
10069	0,371716
10070	0,363937
10071	0,354015
10072	0,341726
10073	0,327584
10074	0,311961
10075	0,294824
10076	0,276543
10077	0,258842
10078	0,240175
10079	0,222458
10080	0,206657
10081	0,191259
10082	0,177569
10083	0,16623
10084	0,157098
10085	0,150301
10086	0,146322
10087	0,145243
10088	0,146806
10089	0,150768
10090	0,158644
10091	0,168227
10092	0,18013
10093	0,193981
10094	0,209411
10095	0,226533
10096	0,24433
10097	0,262901
10098	0,281101
10099	0,299318
10100	0,316213
10101	0,332223
10102	0,347057
10103	0,358589
10104	0,368978
10105	0,375952
10106	0,380639
10107	0,382958
10108	0,382346
10109	0,378722
10110	0,372167
10111	0,363163
10112	0,351841
10113	0,337538
10114	0,322253
10115	0,304826
10116	0,287576
10117	0,269279
10118	0,250579
10119	0,232315
10120	0,214356
10121	0,19804
10122	0,183738
10123	0,169612
10124	0,158998
10125	0,150993
10126	0,145501
10127	0,142602
10128	0,143278
10129	0,146065
10130	0,151976
10131	0,160416
10132	0,171916
10133	0,18472
10134	0,199699
10135	0,216853
10136	0,234376
10137	0,253253
10138	0,272339
10139	0,290846
10140	0,308643
10141	0,325329
10142	0,341452
10143	0,354224
10144	0,365821
10145	0,375082
10146	0,381348
10147	0,384923
10148	0,385197
10149	0,383087
10150	0,37716
10151	0,368688
10152	0,357881
10153	0,344899
10154	0,330161
10155	0,313185
10156	0,295887
10157	0,277461
10158	0,25794
10159	0,239917
10160	0,221056
10161	0,203629
10162	0,188231
10163	0,173752
10164	0,162783
10165	0,152298
10166	0,146242
10167	0,141941
10168	0,141619
10169	0,143504
10170	0,147659
10171	0,15589
10172	0,166246
10173	0,179228
10174	0,193595
10175	0,209927
10176	0,22766
10177	0,246086
10178	0,26493
10179	0,283614
10180	0,301878
10181	0,31937
10182	0,335718
10183	0,350149
10184	0,361714
10185	0,371668
10186	0,379882
10187	0,383731
10188	0,385052
10189	0,383103
10190	0,378803
10191	0,372247
10192	0,361778
10193	0,349876
10194	0,335444
10195	0,319692
10196	0,301701
10197	0,283034
10198	0,264463
10199	0,245683
10200	0,226774
10201	0,209508
10202	0,193724
10203	0,178551
10204	0,166037
10205	0,155616
10206	0,148336
10207	0,143085
10208	0,141233
10209	0,142038
10210	0,145839
10211	0,153039
10212	0,161543
10213	0,174154
10214	0,187909
10215	0,203903
10216	0,22096
10217	0,239063
10218	0,257763
10219	0,276511
10220	0,294921
10221	0,313072
10222	0,329968
10223	0,344818
10224	0,357848
10225	0,369348
10226	0,37716
10227	0,382507
10228	0,385326
10229	0,38473
10230	0,381025
10231	0,375114
10232	0,366369
10233	0,355738
10234	0,341371
10235	0,325716
10236	0,308434
10237	0,290701
10238	0,271598
10239	0,253173
10240	0,234457
10241	0,215709
10242	0,198733
10243	0,183867
10244	0,169967
10245	0,159063
10246	0,150349
10247	0,143923
10248	0,140943
10249	0,141265
10250	0,144406
10251	0,150107
10252	0,158563
10253	0,169854
10254	0,182304
10255	0,197718
10256	0,215081
10257	0,233281
10258	0,251691
10259	0,27089
10260	0,289525
10261	0,307822
10262	0,325023
10263	0,340711
10264	0,353773
10265	0,365821
10266	0,374486
10267	0,381396
10268	0,384376
10269	0,385777
10270	0,383796
10271	0,37774
10272	0,369445
10273	0,359137
10274	0,346364
10275	0,331031
10276	0,315005
10277	0,296724
10278	0,278105
10279	0,259116
10280	0,240964
10281	0,221781
10282	0,204805
10283	0,18857
10284	0,174686
10285	0,163073
10286	0,153876
10287	0,147514
10288	0,143584
10289	0,142054
10290	0,144599
10291	0,149286
10292	0,156808
10293	0,166971
10294	0,179453
10295	0,194416
10296	0,210571
10297	0,228063
10298	0,246472
10299	0,265446
10300	0,28421
10301	0,301878
10302	0,319193
10303	0,335283
10304	0,349505
10305	0,361666
10306	0,370733
10307	0,378658
10308	0,382217
10309	0,383747
10310	0,382185
10311	0,377224
10312	0,370266
10313	0,360377
10314	0,347943
10315	0,334317
10316	0,318049
10317	0,301814
10318	0,282486
10319	0,263883
10320	0,245087
10321	0,22737
10322	0,210233
10323	0,193901
10324	0,180065
10325	0,167712
10326	0,157855
10327	0,151122
10328	0,147031
10329	0,144889
10330	0,145372
10331	0,149946
10332	0,157468
10333	0,166649
10334	0,178664
10335	0,19229
10336	0,207527
10337	0,224809
10338	0,242848
10339	0,261484
10340	0,279474
10341	0,297063
10342	0,314264
10343	0,33029
10344	0,344818
10345	0,357027
10346	0,366868
10347	0,374422
10348	0,378867
10349	0,380381
10350	0,379479
10351	0,375807
10352	0,369735
10353	0,35991
10354	0,348941
10355	0,335267
10356	0,320192
10357	0,303328
10358	0,28611
10359	0,268039
10360	0,249806
10361	0,232057
10362	0,215194
10363	0,199731
10364	0,18559
10365	0,173591
10366	0,163218
10367	0,155084
10368	0,150591
10369	0,148368
10370	0,14898
10371	0,15291
10372	0,158289
10373	0,16739
10374	0,17839
10375	0,19105
10376	0,205932
10377	0,222039
10378	0,238951
10379	0,257248
10380	0,275013
10381	0,292424
10382	0,309432
10383	0,324734
10384	0,339084
10385	0,350649
10386	0,361311
10387	0,368688
10388	0,374084
10389	0,376661
10390	0,377192
10391	0,37381
10392	0,367802
10393	0,359829
10394	0,348925
10395	0,335783
10396	0,321689
10397	0,306404
10398	0,289396
10399	0,272275
10400	0,255266
10401	0,237694
10402	0,221234
10403	0,205514
10404	0,191131
10405	0,178841
10406	0,168549
10407	0,161221
10408	0,155793
10409	0,15299
10410	0,153007
10411	0,155696
10412	0,160899
10413	0,16892
10414	0,178938
10415	0,190744
10416	0,205143
10417	0,220026
10418	0,236921
10419	0,25343
10420	0,270777
10421	0,287914
10422	0,30386
10423	0,319386
10424	0,333028
10425	0,345414
10426	0,355964
10427	0,363051
10428	0,368817
10429	0,371587
10430	0,371555
10431	0,369219
10432	0,364291
10433	0,357381
10434	0,347476
10435	0,336121
10436	0,32235
10437	0,307548
10438	0,29236
10439	0,275657
10440	0,257811
10441	0,242285
10442	0,225888
10443	0,211312
10444	0,197203
10445	0,185799
10446	0,175169
10447	0,167084
10448	0,162252
10449	0,158128
10450	0,158064
10451	0,159755
10452	0,164619
10453	0,171513
10454	0,180935
10455	0,192242
10456	0,205143
10457	0,219156
10458	0,234747
10459	0,250483
10460	0,266879
10461	0,283066
10462	0,298754
10463	0,313411
10464	0,32694
10465	0,339648
10466	0,348748
10467	0,356705
10468	0,362406
10469	0,365547
10470	0,366691
10471	0,364871
10472	0,360683
10473	0,354257
10474	0,345543
10475	0,335477
10476	0,322479
10477	0,309062
10478	0,293149
10479	0,278331
10480	0,263191
10481	0,246956
10482	0,231526
10483	0,217207
10484	0,203967
10485	0,192049
10486	0,181644
10487	0,174025
10488	0,16834
10489	0,164668
10490	0,163943
10491	0,165231
10492	0,169145
10493	0,175121
10494	0,182948
10495	0,194014
10496	0,205272
10497	0,218447
10498	0,232283
10499	0,247181
10500	0,262692
10501	0,277558
10502	0,2931
10503	0,307773
10504	0,320192
10505	0,33211
10506	0,341629
10507	0,350166
10508	0,355642
10509	0,35867
10510	0,360844
10511	0,359878
10512	0,355932
10513	0,351084
10514	0,343787
10515	0,333689
10516	0,322301
10517	0,310447
10518	0,29695
10519	0,282213
10520	0,267749
10521	0,252383
10522	0,238967
10523	0,224487
10524	0,211634
10525	0,199876
10526	0,190084
10527	0,182159
10528	0,176184
10529	0,172528
10530	0,170691
10531	0,170885
10532	0,173558
10533	0,178068
10534	0,1853
10535	0,193627
10536	0,204644
10537	0,21645
10538	0,229689
10539	0,24346
10540	0,257537
10541	0,271631
10542	0,285547
10543	0,298979
10544	0,311558
10545	0,323026
10546	0,332593
10547	0,341146
10548	0,347878
10549	0,351969
10550	0,354385
10551	0,354869
10552	0,352936
10553	0,347444
10554	0,341597
10555	0,333689
10556	0,324009
10557	0,312638
10558	0,301315
10559	0,28756
10560	0,274192
10561	0,260259
10562	0,246521
10563	0,233023
10564	0,221395
10565	0,209782
10566	0,199667
10567	0,191807
10568	0,184833
10569	0,180194
10570	0,176892
10571	0,17686
10572	0,178004
10573	0,181289
10574	0,187056
10575	0,195302
10576	0,203758
10577	0,214388
10578	0,226065
10579	0,238822
10580	0,251353
10581	0,264866
10582	0,278218
10583	0,290652
10584	0,30278
10585	0,313862
10586	0,324411
10587	0,332722
10588	0,339487
10589	0,344722
10590	0,347073
10591	0,348764
10592	0,346993
10593	0,344351
10594	0,339696
10595	0,332899
10596	0,324927
10597	0,314603
10598	0,30386
10599	0,292102
10600	0,279861
10601	0,267298
10602	0,254381
10603	0,242478
10604	0,230446
10605	0,21943
10606	0,209701
10607	0,201294
10608	0,194561
10609	0,188618
10610	0,185171
10611	0,184044
10612	0,184382
10613	0,186685
10614	0,190921
10615	0,196977
10616	0,204161
10617	0,213422
10618	0,223021
10619	0,23407
10620	0,245216
10621	0,257682
10622	0,270004
10623	0,282116
10624	0,293117
10625	0,30386
10626	0,314152
10627	0,322044
10628	0,329372
10629	0,334736
10630	0,338215
10631	0,341065
10632	0,340953
10633	0,339149
10634	0,336346
10635	0,330886
10636	0,324347
10637	0,316213
10638	0,307161
10639	0,29695
10640	0,285788
10641	0,274884
10642	0,2634
10643	0,252512
10644	0,240513
10645	0,230253
10646	0,220718
10647	0,211988
10648	0,20466
10649	0,199232
10650	0,194626
10651	0,192322
10652	0,191066
10653	0,192934
10654	0,194561
10655	0,198974
10656	0,203613
10657	0,211441
10658	0,219059
10659	0,228336
10660	0,238564
10661	0,249581
10662	0,260163
10663	0,271743
10664	0,281842
10665	0,292247
10666	0,301589
10667	0,309722
10668	0,317067
10669	0,323832
10670	0,328905
10671	0,331804
10672	0,333286
10673	0,33335
10674	0,331514
10675	0,328084
10676	0,323622
10677	0,317131
10678	0,310173
10679	0,301959
10680	0,292408
10681	0,282776
10682	0,272452
10683	0,261951
10684	0,252061
10685	0,241801
10686	0,232266
10687	0,224342
10688	0,216691
10689	0,210104
10690	0,204837
10691	0,200955
10692	0,1992
10693	0,198507
10694	0,198427
10695	0,201406
10696	0,205175
10697	0,210458
10698	0,217255
10699	0,224535
10700	0,233168
10701	0,242204
10702	0,251465
10703	0,261645
10704	0,271276
10705	0,281472
10706	0,290523
10707	0,298802
10708	0,30692
10709	0,313652
10710	0,319306
10711	0,323171
10712	0,325877
10713	0,32723
10714	0,326988
10715	0,325394
10716	0,32301
10717	0,31813
10718	0,313443
10719	0,306147
10720	0,298625
10721	0,290105
10722	0,281407
10723	0,271856
10724	0,26245
10725	0,253672
10726	0,244733
10727	0,23618
10728	0,228336
10729	0,221282
10730	0,215033
10731	0,210813
10732	0,207736
10733	0,205369
10734	0,204451
10735	0,205675
10736	0,208268
10737	0,211876
10738	0,215467
10739	0,221475
10740	0,228642
10741	0,23581
10742	0,244298
10743	0,253285
10744	0,261902
10745	0,271389
10746	0,27941
10747	0,288542
10748	0,295194
10749	0,301991
10750	0,308547
10751	0,313153
10752	0,316874
10753	0,320127
10754	0,321416
10755	0,321464
10756	0,320481
10757	0,317743
10758	0,313491
10759	0,308724
10760	0,302426
10761	0,295726
10762	0,288993
10763	0,280924
10764	0,272758
10765	0,263883
10766	0,256072
10767	0,247439
10768	0,239836
10769	0,23275
10770	0,226903
10771	0,221153
10772	0,217255
10773	0,214066
10774	0,212874
10775	0,210974
10776	0,212133
10777	0,213116
10778	0,215886
10779	0,220428
10780	0,225099
10781	0,231252
10782	0,23771
10783	0,245329
10784	0,253285
10785	0,260324
10786	0,268748
10787	0,27635
10788	0,283437
10789	0,291071
10790	0,297787
10791	0,302732
10792	0,30787
10793	0,311591
10794	0,313974
10795	0,315054
10796	0,315488
10797	0,314474
10798	0,311961
10799	0,308836
10800	0,305132
10801	0,300203
10802	0,293938
10803	0,287721
10804	0,280924
10805	0,273032
10806	0,265913
10807	0,258504
10808	0,251192
10809	0,244781
10810	0,238371
10811	0,23275
10812	0,227579
10813	0,223054
10814	0,220042
10815	0,218141
10816	0,216853
10817	0,21703
10818	0,218592
10819	0,220815
10820	0,224374
10821	0,228498
10822	0,233313
10823	0,238773
10824	0,24491
10825	0,251272
10826	0,258391
10827	0,265526
10828	0,272822
10829	0,279426
10830	0,285257
10831	0,292392
10832	0,296789
10833	0,301895
10834	0,305035
10835	0,307516
10836	0,309368
10837	0,309787
10838	0,309674
10839	0,308096
10840	0,305438
10841	0,302829
10842	0,298432
10843	0,293342
10844	0,287673
10845	0,2821
10846	0,275673
10847	0,268844
10848	0,262675
10849	0,256587
10850	0,249597
10851	0,24404
10852	0,238194
10853	0,233507
10854	0,229512
10855	0,226243
10856	0,224245
10857	0,222619
10858	0,221894
10859	0,222667
10860	0,22402
10861	0,226468
10862	0,228916
10863	0,233716
10864	0,238709
10865	0,243831
10866	0,249661
10867	0,255734
10868	0,262289
10869	0,268071
10870	0,274642
10871	0,279925
10872	0,285836
10873	0,290507
10874	0,29542
10875	0,29935
10876	0,302201
10877	0,304568
10878	0,305744
10879	0,306131
10880	0,304939
10881	0,303763
10882	0,301428
10883	0,297771
10884	0,294196
10885	0,290008
10886	0,284322
10887	0,278476
10888	0,273225
10889	0,266944
10890	0,261516
10891	0,255315
10892	0,249275
10893	0,244572
10894	0,240175
10895	0,23589
10896	0,232283
10897	0,229383
10898	0,226919
10899	0,226516
10900	0,226742
10901	0,227418
10902	0,228498
10903	0,230897
10904	0,233861
10905	0,238999
10906	0,242494
10907	0,247342
10908	0,252512
10909	0,258214
10910	0,264415
10911	0,269488
10912	0,275013
10913	0,280827
10914	0,285869
10915	0,290749
10916	0,294244
10917	0,297514
10918	0,299205
10919	0,300638
10920	0,302329
10921	0,302748
10922	0,301911
10923	0,300171
10924	0,29811
10925	0,295243
10926	0,290878
10927	0,286674
10928	0,2821
10929	0,27672
10930	0,271502
10931	0,266026
10932	0,260791
10933	0,255363
10934	0,250064
10935	0,245699
10936	0,241093
10937	0,237485
10938	0,23428
10939	0,231848
10940	0,230495
10941	0,229303
10942	0,230237
10943	0,229818
10944	0,232057
10945	0,234248
10946	0,237034
10947	0,240706
10948	0,244974
10949	0,249887
10950	0,25459
10951	0,260179
10952	0,265639
10953	0,270262
10954	0,275754
10955	0,280602
10956	0,284178
10957	0,289332
10958	0,292134
10959	0,295822
10960	0,29753
10961	0,298867
10962	0,299978
10963	0,299833
10964	0,299285
10965	0,296982
10966	0,295017
10967	0,292343
10968	0,288317
10969	0,284645
10970	0,280119
10971	0,275287
10972	0,270471
10973	0,265285
10974	0,26034
10975	0,255057
10976	0,250193
10977	0,246215
10978	0,24185
10979	0,239337
10980	0,236422
10981	0,233925
10982	0,23196
10983	0,231252
10984	0,232299
10985	0,232395
10986	0,234038
10987	0,236309
10988	0,239869
10989	0,24346
10990	0,24731
10991	0,251642
10992	0,255717
10993	0,260582
10994	0,265752
10995	0,270664
10996	0,275867
10997	0,280409
10998	0,284516
10999	0,288333
11000	0,291361
11001	0,294019
11002	0,296145
11003	0,297143
11004	0,298512
11005	0,297932
11006	0,297433
11007	0,29571
11008	0,293487
11009	0,290813
11010	0,287608
11011	0,283211
11012	0,279217
11013	0,274111
11014	0,2701
11015	0,26485
11016	0,260517
11017	0,255444
11018	0,251578
11019	0,246682
11020	0,243267
11021	0,240094
11022	0,237743
11023	0,235149
11024	0,23399
11025	0,233587
11026	0,234199
11027	0,234747
11028	0,23589
11029	0,237549
11030	0,240561
11031	0,24396
11032	0,247729
11033	0,252206
11034	0,256152
11035	0,260904
11036	0,266283
11037	0,270809
11038	0,275593
11039	0,279378
11040	0,284113
11041	0,287061
11042	0,290685
11043	0,293922
11044	0,295758
11045	0,296354
11046	0,297723
11047	0,297063
11048	0,296306
11049	0,29513
11050	0,292891
11051	0,290717
11052	0,286803
11053	0,283388
11054	0,279571
11055	0,274852
11056	0,270358
11057	0,265526
11058	0,260936
11059	0,256523
11060	0,251659
11061	0,248099
11062	0,244217
11063	0,241447
11064	0,238451
11065	0,236728
11066	0,235375
11067	0,234312
11068	0,235053
11069	0,235568
11070	0,237147
11071	0,238918
11072	0,241222
11073	0,245119
11074	0,248357
11075	0,252448
11076	0,256619
11077	0,261274
11078	0,26609
11079	0,271099
11080	0,275657
11081	0,280248
11082	0,28392
11083	0,287431
11084	0,290314
11085	0,292939
11086	0,295114
11087	0,295661
11088	0,296837
11089	0,296773
11090	0,296579
11091	0,294953
11092	0,292859
11093	0,29025
11094	0,286223
11095	0,282728
11096	0,279362
11097	0,274916
11098	0,269843
11099	0,265494
11100	0,261387
11101	0,256217
11102	0,252303
11103	0,248373
11104	0,244298
11105	0,241544
11106	0,238886
11107	0,237147
11108	0,235713
11109	0,235311
11110	0,235697
11111	0,236438
11112	0,238065
11113	0,239498
11114	0,241769
11115	0,245812
11116	0,249259
11117	0,253221
11118	0,257344
11119	0,26187
11120	0,267056
11121	0,271019
11122	0,275303
11123	0,279571
11124	0,283098
11125	0,287173
11126	0,29054
11127	0,2931
11128	0,294325
11129	0,295001
11130	0,296322
11131	0,295967
11132	0,29513
11133	0,293535
11134	0,291409
11135	0,289332
11136	0,28603
11137	0,282486
11138	0,27875
11139	0,274143
11140	0,269601
11141	0,26485
11142	0,260404
11143	0,256458
11144	0,252174
11145	0,248228
11146	0,244556
11147	0,241995
11148	0,239434
11149	0,237517
11150	0,236599
11151	0,235262
11152	0,235923
11153	0,237179
11154	0,237984
11155	0,240497
11156	0,24338
11157	0,246746
11158	0,24979
11159	0,253833
11160	0,25794
11161	0,262724
11162	0,267346
11163	0,271437
11164	0,275867
11165	0,280006
11166	0,283727
11167	0,287818
11168	0,289831
11169	0,292698
11170	0,293874
11171	0,294808
11172	0,295887
11173	0,295243
11174	0,295323
11175	0,293568
11176	0,291152
11177	0,288929
11178	0,285128
11179	0,28189
11180	0,278299
11181	0,273547
11182	0,268909
11183	0,264995
11184	0,260614
11185	0,255959
11186	0,252673
11187	0,249017
11188	0,244942
11189	0,242075
11190	0,239595
11191	0,238306
11192	0,236857
11193	0,237131
11194	0,237356
11195	0,23771
11196	0,239611
11197	0,241576
11198	0,243525
11199	0,247519
11200	0,25095
11201	0,254509
11202	0,259035
11203	0,263271
11204	0,268554
11205	0,272516
11206	0,275947
11207	0,280231
11208	0,283823
11209	0,287447
11210	0,290298
11211	0,29244
11212	0,294228
11213	0,295468
11214	0,296612
11215	0,294824
11216	0,294743
11217	0,29331
11218	0,290717
11219	0,288204
11220	0,285353
11221	0,281858
11222	0,278057
11223	0,273402
11224	0,269392
11225	0,264946
11226	0,260904
11227	0,256555
11228	0,252496
11229	0,248985
11230	0,245731
11231	0,243348
11232	0,240481
11233	0,238918
11234	0,237984
11235	0,238129
11236	0,237823
11237	0,238854
11238	0,240239
11239	0,242397
11240	0,245409
11241	0,248614
11242	0,252061
11243	0,25575
11244	0,260082
11245	0,264141
11246	0,26907
11247	0,273386
11248	0,277316
11249	0,28086
11250	0,284145
11251	0,288285
11252	0,290169
11253	0,292408
11254	0,293938
11255	0,294518
11256	0,295162
11257	0,295355
11258	0,29339
11259	0,29273
11260	0,289621
11261	0,288043
11262	0,284145
11263	0,28057
11264	0,276736
11265	0,272468
11266	0,268506
11267	0,264189
11268	0,260131
11269	0,256442
11270	0,252367
11271	0,248985
11272	0,245844
11273	0,24346
11274	0,241109
11275	0,23945
11276	0,239063
11277	0,238934
11278	0,239047
11279	0,240674
11280	0,242107
11281	0,244411
11282	0,247165
11283	0,250225
11284	0,25372
11285	0,257666
11286	0,261484
11287	0,265317
11288	0,27039
11289	0,273692
11290	0,278009
11291	0,281713
11292	0,2845
11293	0,288333
11294	0,290153
11295	0,292166
11296	0,293471
11297	0,294115
11298	0,294357
11299	0,2936
11300	0,292682
11301	0,291007
11302	0,288462
11303	0,285708
11304	0,283243
11305	0,279458
11306	0,275561
11307	0,271776
11308	0,267588
11309	0,263771
11310	0,259631
11311	0,255508
11312	0,252367
11313	0,249049
11314	0,246392
11315	0,243847
11316	0,241656
11317	0,241028
11318	0,240304
11319	0,240287
11320	0,241028
11321	0,242333
11322	0,24375
11323	0,246666
11324	0,249065
11325	0,252577
11326	0,255621
11327	0,259277
11328	0,262611
11329	0,26733
11330	0,271244
11331	0,275673
11332	0,278943
11333	0,282615
11334	0,285788
11335	0,288317
11336	0,29004
11337	0,292537
11338	0,29331
11339	0,293342
11340	0,294212
11341	0,293326
11342	0,292456
11343	0,290298
11344	0,28793
11345	0,285015
11346	0,281955
11347	0,278073
11348	0,274852
11349	0,270986
11350	0,266428
11351	0,262933
11352	0,259631
11353	0,255653
11354	0,252271
11355	0,249404
11356	0,246875
11357	0,245329
11358	0,243686
11359	0,241834
11360	0,241866
11361	0,241979
11362	0,243283
11363	0,24433
11364	0,246102
11365	0,248405
11366	0,251111
11367	0,254381
11368	0,257811
11369	0,261274
11370	0,26514
11371	0,268764
11372	0,273177
11373	0,275867
11374	0,279619
11375	0,283131
11376	0,285144
11377	0,288333
11378	0,289702
11379	0,29091
11380	0,291925
11381	0,291957
11382	0,292505
11383	0,29033
11384	0,289332
11385	0,287544
11386	0,284935
11387	0,282486
11388	0,279474
11389	0,276237
11390	0,272533
11391	0,268892
11392	0,264528
11393	0,261339
11394	0,257747
11395	0,254815
11396	0,251836
11397	0,249742
11398	0,247648
11399	0,246102
11400	0,244717
